id,course,wandCore,sex,bloodStatus,house,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,Care of magical creatures exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
347,5,dragon heartstring,female,pure-blood,Slytherin,161,91,59,69,95,12,73,28,88,81,62,77,84,99.01439692475833,-2,2,-9,-4,8,21,-1,8,0,-3,0,2,-5,25,19,-15,-2,3,1,4,24,5,16,0,2,-1,3,-2,-4,4,13,-1,0,5,9,7,-2,7,5,19
348,1,unicorn hair,male,half-blood,Gryffindor,40,28,53,41,80,25,29,1,60,53,37,25,67,79.00092869636386,13,3,4,-2,3,11,-10,-14,4,9,5,-23,1,-2,-3,-8,6,13,3,2,27,5,-5,3,4,-12,11,7,3,-7,-6,5,-2,-3,7,-4,-3,4,5,-14
349,5,unicorn hair,female,pure-blood,Ravenclaw,81,68,57,56,100,15,51,24,61,39,48,50,63,76.56778146152168,-7,6,3,10,-2,-11,5,2,4,-6,12,4,-1,3,-1,-5,5,0,-1,20,3,5,-4,10,-15,8,-5,-2,-3,-4,-1,-1,5,-4,-5,-2,4,11,18,23
350,5,phoenix feather,female,half-blood,Ravenclaw,147,64,71,66,100,11,66,39,44,59,67,47,40,89.54987810045839,10,-5,9,7,-4,-3,-2,2,8,-1,4,0,0,2,5,0,-4,5,2,-8,-14,11,0,-13,6,2,11,7,-1,18,5,-6,6,25,-2,14,18,5,10,18
351,4,phoenix feather,female,half-blood,Hufflepuff,-30,35,26,48,76,14,47,7,59,44,46,53,23,95.14656880637631,0,4,2,3,-15,1,-3,-4,0,1,-5,20,5,-9,-4,7,7,0,-6,2,-26,-8,-20,5,5,-9,7,0,-9,-1,11,-16,-2,-4,1,-4,8,19,8,-1
352,3,dragon heartstring,female,muggle-born,Gryffindor,23,26,31,35,94,5,45,7,71,38,45,56,13,89.08553362178043,9,-11,-3,8,3,1,-7,-4,2,-3,4,8,5,1,-9,2,1,-5,-4,3,-7,4,-3,3,4,13,-3,-7,-1,4,-14,6,9,0,2,-5,12,8,-7,4
353,1,phoenix feather,female,half-blood,Ravenclaw,132,61,64,59,100,11,54,29,39,75,56,65,21,90.04603811825052,-6,4,-7,4,5,3,-5,9,23,1,-6,24,24,-3,-3,5,-8,12,7,-27,-10,-6,16,16,-1,24,2,2,-1,7,3,-7,4,20,-2,2,-5,8,3,1
354,2,phoenix feather,female,half-blood,Hufflepuff,15,81,44,28,87,18,25,21,46,38,49,21,54,45.26001043001472,-4,-1,-2,6,-21,0,-3,0,0,-18,-6,18,8,7,-7,2,10,3,-26,8,11,-18,-1,5,19,11,-3,-7,-3,0,1,5,9,13,-8,5,4,2,-6,2
355,6,phoenix feather,male,half-blood,Slytherin,-212,13,23,7,67,50,6,0,1,16,14,3,72,95.08096760255285,1,-8,-11,-3,-6,-3,5,-3,3,-6,-8,-3,-5,-8,0,-24,16,-6,-17,-24,-20,-5,-5,6,-20,-1,-5,-10,-11,-8,2,2,1,3,-9,-6,7,-1,-13,-9
356,7,phoenix feather,female,half-blood,Ravenclaw,166,80,78,55,100,27,69,24,66,72,88,60,56,73.88399744098216,-7,-1,-11,4,18,3,10,10,-1,5,8,-14,23,2,7,21,1,0,5,7,6,22,2,-6,6,5,8,1,2,14,-3,-3,4,12,13,-13,-8,5,2,7
357,4,phoenix feather,female,half-blood,Gryffindor,56,31,64,62,84,23,34,10,55,36,32,30,61,94.94484915048815,-2,3,-2,7,-1,2,5,-3,0,2,-8,9,5,-7,4,4,-24,-2,-2,-15,1,-2,-1,3,-11,-2,7,-1,1,-8,8,4,13,22,0,2,-3,11,19,18
358,2,dragon heartstring,female,muggle-born,Ravenclaw,83,55,64,47,88,10,60,24,61,56,62,57,42,90.20995631633684,5,18,26,11,-20,10,-3,5,22,-8,2,-7,16,-1,9,-2,5,4,1,6,-3,-1,-25,23,-20,-14,-8,0,5,5,2,-2,-2,20,1,8,-3,3,-13,8
359,2,phoenix feather,female,pure-blood,Slytherin,182,69,57,83,97,43,69,28,84,74,91,70,70,96.84387447236186,28,10,6,5,2,2,3,5,-1,9,-2,7,2,27,1,-2,-3,7,-5,0,4,9,14,-4,0,5,-1,2,0,2,22,21,11,8,-3,4,-7,5,-1,-10
360,4,phoenix feather,female,half-blood,Gryffindor,-45,12,29,46,70,18,38,11,26,35,46,38,15,93.46816892355803,-1,1,6,8,-3,5,-9,-3,3,1,24,-16,0,-9,4,9,-5,-16,-3,-8,7,-8,6,-8,3,-1,-26,5,8,9,-1,-3,-27,4,-8,-7,6,5,-2,5
361,3,unicorn hair,female,half-blood,Slytherin,131,84,85,59,100,10,57,11,68,59,59,64,85,99.0033941110596,-4,6,2,14,2,6,0,-7,3,24,17,-4,6,5,-13,0,-20,16,16,3,4,1,4,3,-1,3,0,9,10,12,4,-3,4,-7,9,-9,19,-4,-5,6
362,1,unicorn hair,male,half-blood,Ravenclaw,85,80,64,63,89,17,70,21,49,55,66,52,7,91.34170930483378,-2,6,5,20,-4,-22,4,2,-26,0,9,22,-8,2,1,7,5,-12,18,-16,0,10,-2,5,7,2,-8,5,8,-2,10,13,-1,0,15,0,-1,9,-6,10
363,4,unicorn hair,female,muggle-born,Ravenclaw,218,84,65,76,100,7,79,51,69,67,92,77,54,72.12054932181864,10,1,20,1,6,-1,12,9,3,-2,-2,7,12,2,-7,22,7,7,21,0,0,-1,6,10,1,9,1,15,-2,0,4,13,2,4,12,2,2,2,4,6
364,4,dragon heartstring,male,half-blood,Slytherin,-190,6,8,0,66,43,4,0,0,0,36,0,73,80.36796342002901,-3,4,-20,12,-3,-25,9,-8,-8,-3,5,-20,-7,-11,-1,-8,2,18,-2,-10,-4,-1,-19,-1,-17,-21,-10,-22,-2,0,-10,4,-4,-6,1,5,0,-6,3,-1
365,2,unicorn hair,male,half-blood,Gryffindor,40,27,58,47,100,6,59,8,49,39,57,76,63,47.214521610534774,-10,-4,10,-8,2,5,-7,15,7,-5,3,9,-6,-2,2,-2,-16,4,3,-1,-21,2,3,7,3,10,20,2,-3,18,-5,1,-3,1,-28,21,-16,-1,14,16
366,6,dragon heartstring,male,half-blood,Hufflepuff,-47,32,37,45,56,20,48,5,23,42,48,41,4,84.7932454902342,4,-16,-4,-15,9,-24,8,14,-12,2,3,-2,-3,-1,21,7,1,-10,-1,-5,-2,-24,-1,-5,12,8,5,-14,4,0,5,19,-15,-6,9,-20,3,-1,2,-2
367,5,phoenix feather,male,half-blood,Gryffindor,19,14,41,27,91,1,52,7,62,36,51,68,10,85.64612179814264,-2,1,14,-6,-2,-4,-4,1,-3,-5,-13,-14,10,7,-1,10,5,4,2,-2,-3,5,-5,6,1,-17,6,-3,3,13,7,15,-3,-9,10,-2,6,-5,3,-7
368,3,phoenix feather,male,half-blood,Gryffindor,69,45,36,31,85,13,44,15,56,65,44,35,41,98.95867330530164,6,4,9,-11,2,7,3,6,3,3,-3,-23,-15,4,-18,-7,-5,-6,17,5,0,2,3,7,-13,21,0,-12,2,16,-2,17,6,24,-2,-5,19,-15,13,7
369,3,unicorn hair,male,half-blood,Hufflepuff,36,30,57,39,75,1,33,14,56,67,54,48,7,99.12777037526543,0,-4,6,8,13,-13,-1,10,1,-12,6,5,-4,-7,5,5,-17,3,14,0,-3,-10,12,6,2,-1,-4,0,-1,-5,-6,-4,10,10,-2,22,0,-5,3,-6
370,2,phoenix feather,male,pure-blood,Slytherin,-75,47,33,46,51,14,34,0,23,11,21,23,80,96.77805987303145,-3,17,-1,-7,-2,-1,7,-10,20,3,-9,4,2,7,1,0,-9,18,1,-4,-20,-19,-8,-8,-7,-8,-1,-22,4,0,-3,-2,0,5,-10,-2,0,-1,3,-10
371,3,phoenix feather,male,half-blood,Hufflepuff,82,70,45,52,84,2,52,19,76,49,52,64,8,94.73816489917226,0,-2,13,-18,-15,19,-15,3,4,9,4,17,6,7,23,10,-1,7,-2,2,-1,0,-28,-12,2,4,5,8,2,0,-5,6,24,3,5,-3,-1,-2,6,-2
372,4,phoenix feather,female,half-blood,Hufflepuff,16,22,50,48,73,18,42,0,44,45,40,46,68,98.47292406342693,-1,-7,-1,1,-6,-3,-9,4,36,1,-5,4,-2,0,6,13,13,-11,1,5,5,-8,7,-10,-4,1,-3,-10,-3,-12,-6,17,1,7,1,1,-2,-4,8,-9
373,1,phoenix feather,female,half-blood,Ravenclaw,55,65,62,67,90,6,51,27,60,43,52,57,53,65.22112059772216,5,8,15,-12,-17,-2,10,18,-4,8,2,-1,2,-1,-21,-2,3,0,2,0,-2,6,-3,0,0,3,6,4,-3,7,3,13,4,10,6,-13,-14,3,1,11
374,2,phoenix feather,female,half-blood,Ravenclaw,161,67,78,63,100,13,77,43,55,67,78,71,5,83.94891677942485,9,7,6,0,8,5,7,4,-5,13,4,2,3,18,5,-5,18,-7,7,7,-2,-17,1,1,11,2,-8,17,-8,0,0,-3,4,21,0,11,12,-6,21,-2
375,4,dragon heartstring,male,half-blood,Hufflepuff,84,30,36,37,72,0,29,16,45,56,13,25,15,56.65345222486107,8,-1,0,18,3,1,1,4,7,2,-2,-11,2,0,4,2,-2,-8,-2,2,2,2,-8,22,4,5,-4,-10,14,8,-4,-6,12,7,6,-3,11,-1,6,-7
376,7,phoenix feather,male,half-blood,Hufflepuff,-16,37,38,49,74,30,45,0,35,35,44,24,41,46.72978660057873,-1,0,-2,-7,1,11,2,-4,7,-1,-2,22,-8,-21,-13,-25,-7,8,-3,-6,1,-3,4,20,0,13,-19,18,-4,3,-2,8,-6,-3,0,8,2,0,-1,-6
377,5,dragon heartstring,female,half-blood,Slytherin,101,54,51,60,87,31,52,23,48,47,53,40,82,93.84879882563837,8,5,4,2,-3,-3,17,11,-9,4,5,5,1,19,0,12,-10,0,1,-10,-1,0,11,-2,-7,7,-5,10,1,-4,4,13,-1,4,7,3,-4,16,-8,-2
378,7,dragon heartstring,male,half-blood,Gryffindor,31,29,42,46,65,4,56,5,54,59,55,53,53,92.46153017156757,-8,3,-1,-16,17,18,-3,8,-7,10,5,4,13,-2,4,-4,9,-10,-6,17,-12,-3,1,-4,-1,11,0,3,-1,11,-2,-5,10,0,-4,0,-23,-1,1,-1
379,5,dragon heartstring,female,muggle-born,Gryffindor,-13,24,23,34,63,22,46,23,39,43,47,40,7,82.20452058699696,-1,-3,3,0,-5,13,-1,-21,-19,-18,16,0,7,-3,-2,0,-1,-21,-3,-1,21,5,-12,-5,-1,0,3,-8,0,-4,-4,20,-1,20,6,4,17,12,-24,-2
380,2,unicorn hair,female,half-blood,Gryffindor,-41,29,36,24,68,7,29,0,35,37,29,33,33,98.1686680635903,2,9,-7,-8,-7,-3,-3,-18,-12,-11,1,-5,15,7,4,12,-2,19,-5,-18,2,-8,-4,16,-5,-3,-3,4,5,8,-5,0,-8,2,-17,3,0,-5,5,2
381,5,phoenix feather,male,muggle-born,Ravenclaw,100,71,52,46,97,6,63,14,58,76,39,63,53,82.49299076045072,22,9,3,9,-7,-18,-4,3,18,-2,7,9,13,-2,-2,-9,-9,14,21,6,-10,2,5,10,-7,-4,4,1,5,16,6,-1,-5,10,2,1,-17,8,10,-17
382,3,phoenix feather,female,half-blood,Ravenclaw,169,60,71,65,100,40,61,23,61,85,64,65,67,90.03563034400702,-1,3,3,27,1,-19,-8,-8,2,10,2,15,0,5,-1,20,12,-7,8,6,-8,-13,5,5,28,-1,3,1,20,7,7,2,4,14,-4,9,18,-5,3,4
383,7,unicorn hair,male,half-blood,Slytherin,-81,31,41,31,55,18,33,0,23,28,17,36,92,96.55937684001401,1,-6,16,-7,9,-7,-11,-7,6,-6,4,-7,0,-2,-4,-2,-8,11,-3,-14,-3,4,-5,-2,6,-7,-21,-7,-3,5,5,3,8,-11,-2,10,2,-2,-19,-5
384,5,phoenix feather,male,half-blood,Hufflepuff,-99,10,32,45,49,25,31,0,20,33,29,19,14,99.5441831510586,-12,-5,16,-2,-1,-15,18,-17,-6,-1,-5,3,3,-16,1,-16,-7,2,-4,-4,-9,-1,-4,-5,-17,6,6,7,26,10,-1,-8,12,-19,-8,-13,15,-7,-4,-17
385,7,unicorn hair,male,half-blood,Ravenclaw,104,62,69,54,78,2,66,16,65,65,70,76,52,92.49321182724088,7,18,-5,-3,0,-3,10,1,4,2,12,1,7,3,-2,7,5,6,-11,3,5,-4,7,0,7,-6,-12,-6,-7,4,-1,-9,4,-1,14,12,6,6,13,10
386,6,unicorn hair,female,muggle-born,Hufflepuff,35,79,34,36,74,0,50,0,55,43,50,68,34,69.35422870022386,0,3,-4,-3,-17,22,20,1,7,-9,-19,-5,1,-5,-2,4,1,2,8,4,12,-8,-1,7,2,-4,6,-23,23,1,-1,-2,10,1,-12,7,2,3,9,-6
387,7,phoenix feather,female,half-blood,Ravenclaw,138,92,74,77,88,24,66,27,57,68,73,63,19,89.39433946559564,0,-13,0,3,21,10,-15,3,21,2,5,6,-7,2,5,-7,-6,-2,0,9,-1,3,2,2,6,15,3,4,0,4,7,3,7,4,23,1,4,7,8,-1
388,7,dragon heartstring,male,half-blood,Ravenclaw,88,33,43,54,94,22,45,33,64,38,48,41,15,77.97036862571507,7,3,14,-3,7,6,0,-8,-3,21,3,-12,10,5,4,0,6,-19,18,11,-1,-1,-11,8,17,5,6,5,-2,-12,-15,0,17,5,-9,0,0,3,-6,9
389,7,dragon heartstring,female,half-blood,Ravenclaw,144,72,73,47,100,6,62,34,51,50,33,64,49,93.15446046530269,13,-8,8,2,9,-2,-3,-1,5,-8,0,17,25,-7,9,11,3,3,-6,-23,-9,1,3,1,3,6,5,21,4,-6,7,2,3,1,-3,8,12,16,2,20
390,5,dragon heartstring,male,half-blood,Ravenclaw,172,93,58,77,100,3,56,29,85,74,54,48,34,96.88396942219697,-8,2,-2,0,9,-1,-2,0,6,4,0,12,8,-7,4,9,11,2,9,15,7,13,-13,23,0,-10,6,1,4,9,6,-10,12,19,9,13,-1,20,-1,-6
391,2,dragon heartstring,male,half-blood,Gryffindor,-10,22,47,40,75,6,90,7,37,32,43,13,17,67.68977202166944,-21,6,7,1,-1,6,-11,12,7,-25,-5,-2,8,1,14,-24,15,20,-5,-2,9,13,-19,0,-1,-7,6,-3,6,-3,-6,-2,17,5,-13,-1,-14,-3,-3,8
392,3,phoenix feather,male,half-blood,Ravenclaw,21,77,26,58,84,24,48,22,47,43,47,40,38,90.5102826246678,-4,-6,18,4,-20,3,5,5,-4,19,1,10,1,-9,6,1,-1,-9,-17,12,-1,1,9,28,5,12,-3,1,-6,-14,-2,1,-26,-2,-3,5,-11,2,-6,16
393,2,unicorn hair,female,half-blood,Ravenclaw,20,10,30,36,60,5,49,4,33,51,47,41,20,87.38636407122374,6,8,-7,2,-2,0,-11,5,-24,-16,4,5,25,-25,3,10,-2,15,0,-3,-1,5,1,5,3,-1,0,-10,18,0,-3,10,-6,-9,8,2,6,-4,-1,4
394,6,phoenix feather,female,pure-blood,Slytherin,215,78,94,80,100,29,63,53,74,83,45,64,76,94.03988309786655,13,2,16,-4,11,20,-1,-4,4,14,9,0,9,5,-3,2,4,6,1,19,1,-9,14,2,55,0,4,-2,9,9,7,19,3,9,-21,-12,-3,6,0,1
395,4,unicorn hair,male,half-blood,Hufflepuff,63,35,54,65,74,7,52,34,68,76,51,47,19,74.29556665115773,5,4,13,3,8,2,-9,7,2,-18,-1,8,-1,-2,-1,-10,14,-2,-11,-11,3,0,-4,8,3,8,4,0,5,-3,-2,7,6,23,0,-4,17,-1,4,-11
396,5,phoenix feather,female,half-blood,Ravenclaw,75,72,56,57,91,12,59,12,56,53,59,62,46,98.86561366404992,-1,7,3,6,7,5,-19,10,3,-1,2,12,-11,5,-4,5,1,-4,2,10,8,-5,8,9,0,-14,-3,2,-13,16,3,0,14,3,-2,3,3,-7,8,4
397,4,unicorn hair,female,pure-blood,Slytherin,245,85,73,82,100,33,100,40,71,91,88,90,78,76.02063750487535,1,18,11,5,1,18,7,7,5,3,3,11,-4,14,-7,7,5,13,2,11,-1,21,12,4,8,-3,21,1,5,1,4,3,11,-12,6,21,16,5,-1,-8
398,3,dragon heartstring,female,muggle-born,Ravenclaw,-3,37,47,31,86,10,38,9,33,32,39,13,50,98.80600285521538,3,5,5,-20,-2,7,-2,0,-23,-4,5,0,-6,-4,-1,-5,0,-6,4,-3,7,4,4,1,3,1,4,0,-2,1,3,3,6,4,2,11,9,-7,5,-15
399,3,dragon heartstring,female,half-blood,Gryffindor,43,70,60,63,77,11,35,17,29,39,55,43,8,99.33124655643128,5,-5,2,-2,2,-4,10,-2,-3,2,11,-3,-11,-11,1,11,-22,-3,-1,1,-7,2,-14,2,0,1,0,5,6,11,18,14,4,7,-7,20,-5,1,2,5
400,1,phoenix feather,male,half-blood,Slytherin,1,82,34,36,91,12,38,5,41,42,67,49,91,99.17788551992237,-12,-12,-2,7,4,2,3,22,-4,-4,1,0,4,-5,21,-2,-9,6,10,1,24,1,1,-1,-13,21,5,-2,-7,-3,6,0,0,-6,-6,-21,-2,2,-3,-26
401,4,phoenix feather,female,half-blood,Slytherin,118,52,54,59,88,8,64,34,66,61,57,66,89,81.46853335306763,6,13,1,-7,3,10,-7,-4,5,10,12,0,17,8,5,-4,3,13,3,-6,5,-2,2,-3,9,9,4,-4,2,0,6,7,-3,-5,5,6,-11,2,5,3
402,1,phoenix feather,male,half-blood,Ravenclaw,109,71,58,68,99,11,60,28,55,61,56,57,3,44.37166166055664,-5,1,16,2,-2,8,3,4,1,-4,-9,6,12,4,6,28,7,-3,10,23,-3,2,-19,1,-10,19,-2,-8,0,2,7,-1,10,-26,4,11,0,0,5,9
403,3,unicorn hair,female,half-blood,Ravenclaw,122,71,71,66,89,14,52,39,47,72,52,42,27,91.28404612472639,-5,7,21,6,-1,-1,15,12,7,2,-25,-5,9,8,3,11,14,-4,-12,6,-1,1,7,-4,-4,17,27,1,15,-9,1,-5,1,8,0,7,-1,-5,-11,9
404,1,dragon heartstring,female,half-blood,Hufflepuff,31,37,34,46,100,12,46,26,48,39,44,37,14,86.67711860087127,-1,-4,4,18,-2,1,-2,2,5,14,0,-8,2,5,-44,16,1,-1,0,1,-3,-18,19,-7,9,2,0,22,5,1,3,5,-5,1,5,13,-17,-12,1,0
405,5,phoenix feather,male,half-blood,Ravenclaw,106,81,49,73,100,33,53,40,51,56,52,64,37,92.95038216514513,-1,3,-5,6,25,10,3,-2,4,4,-1,1,10,4,-23,-4,8,10,5,4,7,5,13,-1,-1,12,-7,-4,17,-3,5,9,-5,2,1,-7,-5,-5,5,7
406,3,phoenix feather,male,pure-blood,Slytherin,-192,10,0,0,29,35,18,0,4,5,0,30,90,77.75445883267342,-21,10,-3,1,-4,-6,16,-1,-7,0,3,-2,14,-7,-4,-21,-3,-2,-17,4,-4,-1,-4,-7,-16,-23,-1,-22,-9,-1,-10,-5,-18,4,-6,-2,13,-8,-4,-18
407,6,unicorn hair,female,pure-blood,Slytherin,211,78,79,77,100,34,84,40,69,59,100,100,91,97.48648455133662,0,18,6,6,0,-4,4,7,12,10,7,8,17,6,-4,-14,16,-5,-1,7,-8,-2,24,2,2,2,4,3,3,17,2,4,23,2,3,4,17,5,9,-1
408,7,unicorn hair,female,half-blood,Gryffindor,-5,40,33,50,88,13,54,7,29,64,55,51,29,91.40442499192432,-6,-19,3,3,18,-17,4,2,5,19,-29,-4,2,1,-1,-3,-6,2,10,16,-1,-6,11,-10,-1,0,2,2,-9,2,2,10,-8,-10,23,-8,-10,0,6,0
409,5,dragon heartstring,female,half-blood,Ravenclaw,91,67,48,62,89,5,62,23,62,40,74,35,46,93.6473396315705,22,1,5,-7,3,19,-4,-2,11,4,3,4,7,1,8,3,-6,10,-15,11,-19,-1,8,6,24,0,-9,-20,3,4,-2,0,-4,8,-1,-3,3,-8,23,1
410,6,dragon heartstring,male,half-blood,Hufflepuff,20,27,34,54,77,18,42,4,39,37,44,41,51,97.15682350797579,8,-4,24,-10,-1,5,-2,5,-6,1,1,-7,5,-3,-11,-2,-9,-1,1,13,4,-3,0,9,-11,3,16,2,1,-1,20,-7,5,-7,-4,-21,5,12,-12,2
411,1,unicorn hair,female,half-blood,Hufflepuff,69,75,28,56,90,7,50,28,62,42,49,56,20,92.36067687743343,9,-5,-6,8,3,5,-3,13,8,13,7,-24,6,11,5,9,-18,5,8,8,-6,2,-2,-6,4,-7,27,9,-7,-18,-4,0,6,0,17,-1,-13,-4,4,6
412,7,unicorn hair,female,half-blood,Gryffindor,35,11,44,35,100,13,47,0,38,49,44,35,20,59.92305651517152,10,13,7,0,5,1,-8,3,0,-23,2,-4,-23,23,4,-7,-13,-1,-23,8,-3,3,2,24,5,-5,0,6,-6,8,5,-10,10,4,25,-4,4,1,-5,-3
413,6,unicorn hair,female,muggle-born,Hufflepuff,132,89,72,61,100,24,39,34,83,58,35,24,57,93.69455206906423,0,9,-9,-2,6,10,-3,11,9,23,21,8,1,-8,-21,20,-23,-13,19,20,7,-5,-12,2,21,-1,5,1,3,4,-2,0,21,-6,0,2,7,-2,11,-2
414,3,unicorn hair,male,half-blood,Gryffindor,5,56,55,36,82,17,48,0,43,47,48,43,9,85.44120619824514,8,-22,4,-11,-3,0,6,-2,-5,2,1,-4,15,3,-4,17,7,6,0,-22,-5,1,0,-5,-3,-1,-3,-16,7,-18,4,9,17,0,15,2,-4,6,-9,12
415,5,phoenix feather,male,muggle-born,Gryffindor,50,45,48,51,90,21,71,26,65,28,100,73,25,75.28710251313417,13,4,-4,0,-15,8,-1,2,-24,0,-1,1,-4,3,4,1,6,20,5,12,5,-1,-4,3,-5,17,-8,-2,5,6,-5,-4,8,10,-15,5,2,2,3,-2
416,5,dragon heartstring,female,half-blood,Hufflepuff,-10,17,41,40,57,17,24,10,41,39,27,29,51,82.978780696228,-2,9,-3,9,13,0,-5,-5,13,-1,4,4,9,0,-3,4,4,-1,9,1,5,2,-6,-2,-6,11,-4,4,5,-21,6,-5,-6,-9,-11,-9,-9,-19,10,-5
417,2,unicorn hair,male,pure-blood,Hufflepuff,60,31,30,37,81,9,49,18,41,48,47,69,16,96.64898925827187,8,6,-11,9,0,-4,21,1,-1,-2,3,-6,-4,7,9,1,-9,-21,10,-5,22,-2,-16,-16,7,0,26,0,1,-3,23,-1,1,-2,4,2,-1,-4,8,-1
418,3,phoenix feather,female,half-blood,Gryffindor,-20,6,25,65,73,5,17,0,27,28,0,0,4,79.56085456640243,-11,1,-2,-7,11,4,-11,15,-9,-1,-6,1,-19,-2,2,-6,-25,13,14,2,6,8,3,0,6,-11,-8,4,-3,18,-8,-9,6,4,14,1,7,4,1,-27
419,2,unicorn hair,male,half-blood,Hufflepuff,10,76,30,49,67,1,43,7,57,50,46,55,33,99.59484944269964,14,4,-8,3,-6,-10,19,8,-1,5,2,-20,-10,2,-6,-1,-7,-6,1,-3,-4,-6,5,6,3,-2,-12,-2,2,5,-4,14,-6,-3,14,6,6,-3,16,-5
420,7,phoenix feather,female,half-blood,Ravenclaw,70,27,41,55,100,12,50,26,50,44,49,59,14,91.64287316962145,10,14,-2,1,-26,-14,-2,5,1,6,4,14,12,-12,-4,6,0,5,8,-8,18,1,-8,-7,-24,16,-1,8,3,-12,26,0,0,8,-6,8,-1,10,12,1
421,5,unicorn hair,female,half-blood,Slytherin,113,66,48,58,100,34,53,8,48,81,53,57,87,95.902575814398,15,1,3,9,22,9,3,0,11,-2,-2,6,3,5,9,-16,5,2,-11,6,-7,5,8,-6,8,7,8,16,-3,7,-16,6,-3,0,-6,2,3,9,-1,-2
422,7,unicorn hair,male,muggle-born,Gryffindor,8,40,42,39,70,10,40,8,23,27,40,34,28,92.51602598815225,0,-9,-14,-2,-1,18,-2,3,-25,10,8,1,3,-15,4,16,17,2,-5,-4,-3,3,-8,4,4,-6,1,1,-1,-4,5,2,4,2,0,-7,-1,15,-9,1
423,5,unicorn hair,male,half-blood,Hufflepuff,114,76,67,58,95,20,45,34,59,45,44,42,31,90.2122021541594,1,-11,16,-1,1,9,2,14,3,1,-7,8,-6,11,7,3,0,6,23,23,20,3,-2,-2,0,11,-21,-6,3,9,-2,2,-3,-2,-3,-3,0,-3,16,-6
424,5,unicorn hair,female,half-blood,Gryffindor,160,72,67,72,100,19,81,54,67,75,94,87,25,76.23718984064429,5,-7,22,-4,4,14,14,9,4,3,0,8,25,-1,-3,-2,8,20,1,3,4,-4,-1,1,20,-2,22,-6,-6,-6,11,0,-1,8,16,-1,-15,3,-4,-2
425,5,phoenix feather,male,half-blood,Gryffindor,54,73,57,29,81,3,68,16,31,51,40,55,8,96.88299563713372,2,23,15,-4,-6,-9,9,6,-18,1,-12,4,4,-6,13,6,-5,-1,0,1,-2,-8,10,2,9,-11,-10,-4,-4,24,19,6,19,11,4,-1,1,-7,-6,-21
426,1,dragon heartstring,male,pure-blood,Gryffindor,183,91,73,79,100,16,56,43,95,78,56,41,35,98.71537330440667,-6,-1,7,5,2,12,-6,-2,6,21,9,-1,-9,24,8,13,-1,23,10,23,2,-12,5,-7,8,0,-3,1,-5,16,18,1,14,5,-9,0,-7,2,10,7
427,6,dragon heartstring,female,half-blood,Hufflepuff,43,22,45,48,97,38,48,32,46,48,50,59,27,94.72948069585105,-1,6,-3,7,1,-10,-21,6,-19,17,9,-2,1,5,2,-9,20,5,-5,-8,-27,15,8,9,14,2,-7,-3,5,0,-3,-1,-2,-1,21,-17,6,4,19,0
428,5,dragon heartstring,female,half-blood,Slytherin,108,49,60,51,96,23,62,5,54,69,48,66,92,89.3775924101897,-15,-4,4,-3,-5,1,13,-2,7,-2,-5,-2,2,6,3,7,3,3,24,13,-4,-7,9,-3,1,5,6,2,-3,4,17,24,8,11,6,8,-22,5,-1,-6
429,5,phoenix feather,female,half-blood,Hufflepuff,78,78,65,64,80,8,53,27,46,56,53,46,46,51.0999591819354,14,-1,3,5,5,1,7,3,2,-13,7,25,-2,0,0,2,-7,2,1,7,-5,18,-3,-13,19,-2,-2,-2,-20,-20,1,3,6,-8,5,0,6,3,10,21
430,1,unicorn hair,female,half-blood,Hufflepuff,55,61,41,49,78,10,50,11,66,64,51,63,61,81.00083372660696,19,-1,4,-19,6,9,-16,3,15,11,1,-7,-4,14,-7,8,-5,6,10,4,5,-1,-11,1,-3,2,12,4,7,-1,3,-17,6,8,1,10,4,-9,-15,-2
431,7,phoenix feather,male,half-blood,Ravenclaw,122,70,52,74,100,2,50,17,67,74,50,40,55,70.78629109197665,0,9,-1,17,17,-2,-1,-3,2,0,3,23,5,-25,2,5,-3,4,-8,-2,-4,6,31,1,20,3,12,-5,2,6,10,8,6,-17,3,-5,-6,-1,0,10
432,6,phoenix feather,female,half-blood,Slytherin,173,93,69,88,100,35,80,54,74,61,93,83,83,70.16735628870457,4,12,0,6,-2,0,4,-1,9,1,10,4,-2,19,15,0,10,6,19,5,-4,6,0,-3,-3,3,21,-2,1,-1,17,-2,12,0,-14,7,-5,8,10,3
433,3,phoenix feather,female,half-blood,Ravenclaw,36,45,33,34,83,8,58,29,31,40,60,60,26,78.42569623555431,7,19,6,-1,-2,-6,-14,0,-5,4,26,8,-15,0,-26,-8,5,2,-3,3,-6,8,5,7,13,-4,-4,-16,-5,2,23,0,17,12,-2,-5,4,0,-8,-5
